weight_index,weight_value
680,0.05171772
681,-0.30976328
682,-0.4750809
683,0.14528063
684,0.030022977
685,-0.060756024
686,0.3185038
687,-0.08801587
688,0.009508105
689,-0.09134988
690,0.005668005
691,-0.029845892
692,-0.09023456
693,-0.1693114
694,-0.30528912
695,0.28760448
696,-0.0027365151
697,-0.015872462
698,-0.077941634
699,-0.18272053
700,0.037717268
701,-0.01475912
702,0.18602711
703,0.15571222
704,-0.000119293676
705,-5.3798754e-05
706,0.00014682378
707,-4.9498987e-05
708,8.402853e-05
709,0.0001038321
710,-0.00028114705
711,2.4922847e-05
712,3.0445613e-05
713,-4.4552264e-05
714,-0.00046749593
715,-0.00025820834
716,-0.0004148408
717,-2.2527047e-05
718,4.296975e-05
719,0.0003138128
720,-0.00041388927
721,5.002242e-05
722,0.00069362385
723,0.00037851228
724,0.0003874089
725,0.0003130268
